bank_account_key,sequence_id,category,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09
108Pagoda,1,Rent,1745.0,1750.0,1745.0,0.0,3390.0,1745.0,0.0,3595.0,0.0,0.0,3700.0,3400.0,0.0,3613.25,1850.0,1850.0,1850.0,1850.0,0.0,3700.0,1725.0,1925.0,0.0,1736.0,2234.0,1925.0,0.0,3641.0,557.05,1525.0,1925.0,2025.0,0.0
108Pagoda,3,REVENUE,1745.0,1750.0,1745.0,0.0,3390.0,1745.0,0.0,3595.0,0.0,0.0,3700.0,3400.0,0.0,3613.25,1850.0,1850.0,1850.0,1850.0,0.0,3700.0,1725.0,1925.0,0.0,1736.0,2234.0,1925.0,0.0,3641.0,557.05,1525.0,1925.0,2025.0,0.0
108Pagoda,4,Insurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Pagoda,5,Taxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5741.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5544.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Pagoda,6,Repair,0.0,0.0,0.0,-675.17,-65.94,-138.03,-1090.98,-244.06,-123.71,-151.74,2414.91,0.0,0.0,0.0,0.0,0.0,0.0,-55.56,0.0,-132.73,0.0,0.0,0.0,0.0,0.0,0.0,-84.19,0.0,0.0,0.0,0.0,0.0,0.0
108Pagoda,7,Management,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,0.0
108Pagoda,10,Professional Services,0.0,0.0,0.0,0.0,0.0,-103.0,0.0,0.0,-27.0,-108.0,0.0,0.0,0.0,-335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Pagoda,12,HOA,-218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-218.0,-218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Pagoda,14,EXPENSES,-293.0,-75.0,-75.0,-750.17,-140.94,-316.03,-1165.98,-319.06,-225.70999999999998,-334.74,981.9099999999999,-6034.25,-293.0,-410.0,-75.0,-75.0,-75.0,-130.56,-75.0,-207.73,-75.0,-75.0,-75.0,-5619.09,-293.0,-75.0,-159.19,-75.0,-75.0,-75.0,-75.0,-75.0,0.0
108Pagoda,15,NET INCOME,1452.0,1675.0,1670.0,-750.17,3249.06,1428.97,-1165.98,3275.94,-225.70999999999998,-334.74,4681.91,-2634.25,-293.0,3203.25,1775.0,1775.0,1775.0,1719.44,-75.0,3492.27,1650.0,1850.0,-75.0,-3883.09,1941.0,1850.0,-159.19,3566.0,482.04999999999995,1450.0,1850.0,1950.0,0.0
108Pagoda,16,Mortgage Payments,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,-726.97,0.0
108Pagoda,18,Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Pagoda,19,Owner Draw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Pagoda,21,CASHFLOW,4617.24,5565.27,6508.3,5031.16,7553.25,8255.25,6362.3,8911.27,7958.59,6896.88,10851.82,1490.6,470.63,2946.91,3994.94,5042.97,6091.0,7083.47,6281.5,9046.8,9969.83,11092.86,10290.89,1680.83,2894.86,4017.89,3131.73,5970.76,5725.84,6448.87,7571.9,8794.93,0.0
