bank_account_key,sequence_id,category,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09
108Meadow,1,Rent,1695.0,1695.0,1695.0,0.0,0.0,0.0,0.0,8775.0,0.0,0.0,3590.0,1795.0,0.0,3503.25,1795.0,1795.0,1900.0,3367.07,0.0,2373.34,1850.0,1850.0,1850.0,1541.0,2159.0,1850.0,0.0,3241.0,1850.0,1850.0,0.0,0.0,0.0
108Meadow,3,REVENUE,1695.0,1695.0,1695.0,0.0,0.0,0.0,0.0,8775.0,0.0,0.0,3590.0,1795.0,0.0,3503.25,1795.0,1795.0,1900.0,3367.07,0.0,2373.34,1850.0,1850.0,1850.0,1541.0,2159.0,1850.0,0.0,3241.0,1850.0,1850.0,0.0,0.0,0.0
108Meadow,4,Insurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1483.42,0.0,0.0,0.0,0.0,0.0,0.0,-1919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Meadow,5,Taxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5962.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4363.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Meadow,6,Repair,0.0,0.0,0.0,0.0,-983.12,983.12,0.0,-4113.2,-1204.78,-7.03,4120.23,1204.78,-64.64,-48.78,-81.98,0.0,0.0,0.0,-3395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Meadow,7,Management,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,0.0
108Meadow,10,Professional Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.75,0.0,0.0,0.0,1.3877787807814457e-17,-335.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Meadow,14,EXPENSES,-75.0,-75.0,-75.0,-75.0,-1058.12,908.12,-75.0,-4188.2,-1334.53,-82.03,2561.8099999999995,-4833.1,-139.64,-458.78,-139.48000000000002,-75.0,-75.0,-1994.0,-3470.0,-75.0,-75.0,-75.0,-75.0,-4438.5,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,-75.0,0.0
108Meadow,15,NET INCOME,1620.0,1620.0,1620.0,-75.0,-1058.12,908.12,-75.0,4586.8,-1334.53,-82.03,6151.8099999999995,-3038.1000000000004,-139.64,3044.4700000000003,1655.52,1720.0,1825.0,1373.0700000000002,-3470.0,2298.34,1775.0,1775.0,1775.0,-2897.5,2084.0,1775.0,-75.0,3166.0,1775.0,1775.0,-75.0,-75.0,0.0
108Meadow,16,Mortgage Payments,-748.93,-748.93,-748.93,-748.93,-748.93,-1497.86,-1497.86,-1497.86,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,-748.93,0.0
108Meadow,17,Capex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Meadow,18,Transfers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Meadow,19,Owner Draw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,-4000.0,0.0,0.0,0.0,0.0,0.0,4000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Meadow,20,Security Deposit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108Meadow,21,CASHFLOW,4424.78,5295.85,6166.92,5342.99,3535.94,2946.2,1373.34,5462.28,3378.82,2547.86,7950.74,1683.71,795.14,3090.68,3997.27,4968.34,6044.41,3668.55,229.62,1779.03,2805.1,3831.17,4857.24,1210.81,2545.88,3571.95,2748.02,5165.09,6191.16,7217.23,6393.3,5569.37,0.0
